-7.161137340891182,-16.660380439395183,-26.07325715687781,-26.794797929441966,-53.400263107105026,-35.13735340838264,-53.84729171893156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Mao Ga/3coc093.png,5
-6.810555300274794,-17.45323470057489,-26.88294772808036,-28.113592233179165,-55.62379085460162,-37.01283403339953,-57.48564757689622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Huong Duong/3sun011.png,3
-7.217734487542306,-21.243938391069502,-24.397646938014425,-26.8281572949723,-52.6160475451092,-37.797754047773296,-53.05094930781198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Hong/3ros096.png,1
-7.187572508835116,-19.39525675597082,-24.456662661361936,-29.25448899058284,-57.14372481422815,-38.9628721581577,-56.177702366126745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Ly/3lil139.png,4
-7.055429794127812,-17.27800558231061,-23.178272778759066,-28.879850067936964,-58.24369647013212,-37.51958786403105,-54.9095463663475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Mao Ga/3coc181.png,5
-7.210839379113559,-16.16609037784951,-28.156042525910774,-30.9029266948291,-60.47619138194485,-39.1231138684815,-61.67185625585268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa But/3hib014.png,10
-7.24432822347608,-20.96032364213657,-29.433241513139127,-32.70659552150324,-63.89604916970809,-43.606790043822066,-64.55059034423466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa But/3hib123.png,10
-7.2359184435526736,-16.841815773184,-24.416158297171826,-29.321412431900793,-56.41887640308623,-37.78716008327299,-56.69133211799789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Mao Ga/3coc047.png,5
-7.097719082478866,-16.566655649617577,-21.659407993847676,-23.975184712370456,-46.79291459567648,-32.30606880346638,-50.31789877747878,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Mao Ga/3coc101.png,5
-7.321206652799039,-20.057480102664375,-30.584450563092652,-29.460290877164987,-59.66314802084737,-39.84286997998892,-60.07966940783713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Trang/3ixo193.png,9
