1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai001.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai002.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai003.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai004.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai005.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai006.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai007.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai008.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai009.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai010.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai011.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai012.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai013.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai014.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai015.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai016.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai017.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai018.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai019.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai020.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai021.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai022.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai023.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai024.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai025.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai026.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai027.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai028.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai029.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai030.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai031.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai032.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai033.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai034.png,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/marsch/Projects/FlowerDetect/FlowerDetect-Core/Data/Gray/Hoa Cuc Trang/0dai035.png,0
